what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.rename",1415195618439
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415195639894
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415195641265
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415195687784
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415195688874
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415195691321
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415195865324
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415195880768
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415195895155
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1415195895258
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1415195895337
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1415195918799
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1415195921236
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1415195922135
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1415195923540
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1415195926756
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1415195939812
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1415195942565
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1415195943427
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415196000771
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415196351538
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1415196355392
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415196366567
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415196368271
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1415196380813
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1415196385496
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1415196391112
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1415196400668
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1415196402288
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1415196413451
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1415196416364
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1415196418215
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1415196419037
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1415196425320
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415196427327
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1415196429730
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.cleanAction",1415196429743
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1415196432992
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1415196433113
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1415196433316
